"sitio" "replica" "estrato" "microhabitat" "taxa" "body_mass" "gremio" "clase_tam" "Sistema" "Taxón" "Gremio"
"4713" "R" 1 "10" "10" "fungivoro" 0.800254712721567 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4714" "P" 3 "10" "10" "fitofago" 0.796723343524555 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4715" "A" 3 "10" "10" "bacterivoro" 0.796160061844441 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4716" "P" 1 "H" "humus" "isotomidae" 0.792007790561861 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"4717" "P" 1 "10" "10" "fungivoro" 0.790956803797657 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4718" "R" 1 "10" "10" "bacterivoro" 0.787057988287635 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4719" "P" 2 "10" "10" "bacterivoro" 0.786261716182711 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4720" "R" 1 "10" "10" "fitofago" 0.785810600892941 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4721" "R" 1 "10" "10" "fitofago" 0.781561524049607 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4722" "R" 1 "10" "10" "bacterivoro" 0.781233719109955 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4723" "P" 2 "10" "10" "fitofago" 0.779066321104103 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4724" "P" 2 "10" "10" "bacterivoro" 0.776977666613454 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4725" "R" 1 "10" "10" "fitofago" 0.774828673261928 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4726" "A" 2 "10" "10" "fitofago" 0.774620324656139 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4727" "A" 1 "10" "10" "fungivoro" 0.772122212631621 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4728" "R" 3 "10" "10" "fitofago" 0.771802589913839 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4729" "P" 2 "10" "10" "bacterivoro" 0.7645126212934 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4730" "P" 3 "10" "10" "fitofago" 0.764305551705457 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4731" "A" 2 "10" "10" "bacterivoro" 0.756601643943003 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4732" "R" 2 "10" "10" "bacterivoro" 0.754168024805578 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4733" "P" 3 "10" "10" "fitofago" 0.753968252061499 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4734" "R" 3 "10" "10" "onichiuridae" 0.75213776822394 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4735" "P" 3 "10" "10" "fungivoro" 0.751101466248641 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4736" "P" 2 "10" "10" "eupodoidea" 0.74893386889699 "omnivoro" "meso" "Pastizal" "Eupodoidea" "Omnivoro"
"4737" "A" 3 "10" "10" "bacterivoro" 0.748680229393505 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4738" "R" 1 "10" "10" "onichiuridae" 0.742539164693426 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4739" "A" 3 "10" "10" "bacterivoro" 0.739917612170658 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4740" "A" 1 "10" "10" "bacterivoro" 0.735626864374002 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4741" "P" 2 "10" "10" "bacterivoro" 0.733960271563466 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4742" "A" 2 "10" "10" "fitofago" 0.731102664495292 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4743" "A" 2 "H" "humus" "eupodoidea" 0.730491059360414 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4744" "P" 3 "10" "10" "bacterivoro" 0.729811191137497 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4745" "P" 2 "10" "10" "bacterivoro" 0.718173761271399 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4746" "P" 3 "10" "10" "fungivoro" 0.71541254068077 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4747" "A" 3 "10" "10" "bacterivoro" 0.711828798646657 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4748" "R" 1 "10" "10" "bacterivoro" 0.711079192909488 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4749" "A" 1 "10" "10" "fungivoro" 0.696809358544421 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4750" "A" 1 "10" "10" "fungivoro" 0.696022770284531 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4751" "A" 3 "10" "10" "bacterivoro" 0.6945257376 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4752" "A" 1 "10" "10" "bacterivoro" 0.691609926192431 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4753" "R" 1 "10" "10" "fitofago" 0.683164248313487 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4754" "A" 3 "10" "10" "bacterivoro" 0.682311259326681 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4755" "R" 1 "10" "10" "bacterivoro" 0.681665519807511 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4756" "P" 2 "10" "10" "eupodoidea" 0.680042404887261 "omnivoro" "meso" "Pastizal" "Eupodoidea" "Omnivoro"
"4757" "A" 2 "H" "humus" "eupodoidea" 0.679658795528254 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4758" "R" 3 "10" "10" "fungivoro" 0.672926124394183 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4759" "A" 1 "10" "10" "bacterivoro" 0.672918813374882 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4760" "P" 3 "10" "10" "bacterivoro" 0.67074274776125 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4761" "R" 3 "10" "10" "fitofago" 0.665623527763885 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4762" "P" 1 "10" "10" "bacterivoro" 0.665160383182456 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4763" "R" 1 "10" "10" "bacterivoro" 0.661952898557072 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4764" "P" 3 "10" "10" "bacterivoro" 0.659635110458948 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4765" "R" 3 "10" "10" "bacterivoro" 0.658014997493254 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4766" "P" 2 "10" "10" "fitofago" 0.657227313302029 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4767" "R" 1 "10" "10" "fitofago" 0.655129737424122 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4768" "P" 2 "10" "10" "bacterivoro" 0.653108115914371 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4769" "A" 1 "10" "10" "bacterivoro" 0.65158008034 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4770" "A" 1 "10" "10" "bacterivoro" 0.649883795065551 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4771" "P" 3 "10" "10" "fitofago" 0.649575415054763 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4772" "R" 3 "10" "10" "predador" 0.647532486394577 "predador" "micro" "Reserva" "Predador" "Predador"
"4773" "P" 1 "10" "10" "fungivoro" 0.645005662255189 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4774" "P" 2 "10" "10" "bacterivoro" 0.634556920099088 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4775" "A" 2 "10" "10" "fungivoro" 0.631743269997855 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4776" "A" 1 "10" "10" "fungivoro" 0.629068852872546 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4777" "P" 2 "10" "10" "bacterivoro" 0.624488702736716 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4778" "R" 3 "10" "10" "fitofago" 0.617387063998183 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4779" "P" 3 "10" "10" "fitofago" 0.614395387553861 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4780" "A" 1 "10" "10" "fungivoro" 0.61253782089221 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4781" "R" 1 "10" "10" "bacterivoro" 0.609210192474462 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4782" "R" 2 "H" "humus" "rhagidiidae" 0.6090343010279 "predador" "meso" "Reserva" "Rhagidiidae" "Predador"
"4783" "R" 1 "10" "10" "bacterivoro" 0.605467518258883 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4784" "R" 1 "10" "10" "fungivoro" 0.593961531073335 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4785" "P" 2 "10" "10" "fungivoro" 0.585045257069 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4786" "R" 1 "10" "10" "fitofago" 0.584316218742396 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4787" "R" 1 "10" "10" "fitofago" 0.577252343650383 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4788" "R" 2 "10" "10" "fitofago" 0.575406490939807 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4789" "A" 3 "10" "10" "bacterivoro" 0.575118228269082 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4790" "P" 3 "10" "10" "fitofago" 0.57199007480059 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4791" "A" 1 "H" "humus" "eupodoidea" 0.55817759673628 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4792" "P" 2 "10" "10" "bacterivoro" 0.548823329436875 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4793" "P" 2 "10" "10" "fungivoro" 0.54874850982721 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4794" "P" 2 "10" "10" "bacterivoro" 0.546635676518853 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4795" "R" 3 "10" "10" "fitofago" 0.543602622928661 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4796" "P" 3 "10" "10" "fungivoro" 0.540521392941607 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4797" "P" 2 "10" "10" "fungivoro" 0.537938539934074 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4798" "P" 3 "10" "10" "fungivoro" 0.537128365407297 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4799" "A" 3 "10" "10" "predador" 0.531740321568 "predador" "micro" "Agrícola" "Predador" "Predador"
"4800" "R" 1 "10" "10" "bacterivoro" 0.529728518093748 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4801" "A" 2 "10" "10" "bacterivoro" 0.527306499947462 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4802" "R" 1 "10" "10" "fitofago" 0.514411203143106 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4803" "P" 1 "10" "10" "bacterivoro" 0.5104148394758 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4804" "R" 3 "10" "10" "fitofago" 0.51012075599653 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4805" "P" 1 "10" "10" "bacterivoro" 0.509297952114951 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4806" "A" 1 "10" "10" "bacterivoro" 0.505265408922137 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4807" "A" 1 "10" "10" "fitofago" 0.497353416407439 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4808" "A" 2 "10" "10" "fungivoro" 0.482125669904679 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4809" "R" 3 "10" "10" "bacterivoro" 0.48074445801063 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4810" "R" 1 "10" "10" "bacterivoro" 0.469773474089549 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4811" "P" 3 "10" "10" "fitofago" 0.466873786672047 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4812" "R" 1 "10" "10" "bacterivoro" 0.46496057794358 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4813" "P" 3 "10" "10" "fitofago" 0.46491986704055 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4814" "R" 3 "10" "10" "fitofago" 0.462945604729855 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4815" "P" 2 "10" "10" "bacterivoro" 0.462822245357829 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4816" "R" 3 "10" "10" "fitofago" 0.46258906756764 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4817" "P" 2 "10" "10" "fitofago" 0.456391766101571 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4818" "P" 3 "10" "10" "fungivoro" 0.456035285618196 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4819" "P" 1 "10" "10" "predador" 0.455873104130621 "predador" "micro" "Pastizal" "Predador" "Predador"
"4820" "P" 2 "10" "10" "bacterivoro" 0.455674752521212 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4821" "A" 3 "10" "10" "eupodoidea" 0.455089238825258 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4822" "R" 1 "10" "10" "fitofago" 0.454658719953592 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4823" "R" 1 "10" "10" "bacterivoro" 0.451599791514113 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4824" "R" 3 "10" "10" "bacterivoro" 0.449468167471978 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4825" "R" 2 "10" "10" "fitofago" 0.445564675753687 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4826" "P" 3 "10" "10" "fitofago" 0.436567223088387 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4827" "P" 1 "10" "10" "bacterivoro" 0.433987639204785 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4828" "A" 1 "10" "10" "fungivoro" 0.430473301801568 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4829" "R" 3 "10" "10" "fitofago" 0.428001027450151 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4830" "P" 3 "10" "10" "bacterivoro" 0.426579099439543 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4831" "P" 3 "10" "10" "fitofago" 0.4209404168486 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4832" "P" 2 "10" "10" "fungivoro" 0.41913760157345 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4833" "P" 1 "10" "10" "bacterivoro" 0.4158861704388 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4834" "A" 1 "10" "10" "bacterivoro" 0.410196712929518 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4835" "P" 2 "10" "10" "fitofago" 0.408961124997821 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4836" "R" 3 "10" "10" "fitofago" 0.408100237253127 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4837" "R" 1 "10" "10" "fitofago" 0.407448916666819 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4838" "P" 3 "10" "10" "bacterivoro" 0.406148722668982 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4839" "P" 3 "10" "10" "fungivoro" 0.406112895068903 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4840" "P" 3 "10" "10" "fungivoro" 0.404473612311831 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4841" "R" 1 "10" "10" "bacterivoro" 0.399300168317467 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4842" "P" 3 "10" "10" "fungivoro" 0.398266162809096 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4843" "P" 3 "10" "10" "fitofago" 0.396625320604181 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4844" "P" 3 "10" "10" "bacterivoro" 0.396367454316381 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4845" "A" 1 "10" "10" "bacterivoro" 0.394613098398613 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4846" "R" 1 "10" "10" "bacterivoro" 0.393074531927133 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4847" "P" 3 "10" "10" "fitofago" 0.392719832031115 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4848" "A" 2 "10" "10" "bacterivoro" 0.383590402868202 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4849" "P" 3 "10" "10" "bacterivoro" 0.383342011514585 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4850" "P" 3 "10" "10" "fungivoro" 0.382110967894053 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4851" "P" 1 "10" "10" "bacterivoro" 0.381618697927973 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4852" "P" 1 "10" "10" "bacterivoro" 0.378938452980977 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4853" "A" 1 "10" "10" "fitofago" 0.376802002299107 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4854" "P" 3 "10" "10" "fungivoro" 0.375515112091882 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4855" "P" 2 "10" "10" "fitofago" 0.371356314953455 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4856" "R" 1 "H" "humus" "onichiuridae" 0.368220328604939 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4857" "P" 3 "10" "10" "bacterivoro" 0.363241293298694 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4858" "P" 3 "10" "10" "fitofago" 0.363014873722938 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4859" "R" 1 "10" "10" "fungivoro" 0.36119435558776 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4860" "A" 1 "10" "10" "bacterivoro" 0.360884935143938 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4861" "P" 3 "10" "10" "fungivoro" 0.359304811195312 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4862" "R" 1 "10" "10" "bacterivoro" 0.357896787811055 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4863" "A" 1 "10" "10" "fitofago" 0.357477227560632 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4864" "P" 2 "10" "10" "bacterivoro" 0.355616274747477 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4865" "R" 3 "10" "10" "fitofago" 0.354910269401955 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4866" "P" 1 "H" "humus" "bdelloidea" 0.351358149942238 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4867" "P" 3 "10" "10" "fitofago" 0.343267989869075 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4868" "P" 3 "10" "10" "fungivoro" 0.341599288902484 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4869" "P" 3 "10" "10" "fitofago" 0.340340691515871 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4870" "P" 3 "10" "10" "fitofago" 0.339163817554509 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4871" "A" 3 "10" "10" "fitofago" 0.332298944960643 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4872" "P" 1 "10" "10" "bacterivoro" 0.33049256639237 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4873" "P" 2 "10" "10" "fitofago" 0.319215333293154 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4874" "P" 3 "10" "10" "bacterivoro" 0.318474468703305 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4875" "A" 2 "10" "10" "bacterivoro" 0.316615646880095 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4876" "P" 3 "10" "10" "bacterivoro" 0.31645762746973 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4877" "P" 1 "10" "10" "bacterivoro" 0.313681385308902 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4878" "A" 1 "10" "10" "fitofago" 0.30943027870783 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4879" "P" 3 "10" "10" "fitofago" 0.305597262694186 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4880" "R" 3 "10" "10" "fitofago" 0.305002253274357 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4881" "P" 2 "10" "10" "fitofago" 0.294425612180383 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4882" "P" 3 "10" "10" "fungivoro" 0.29326299920201 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4883" "P" 2 "10" "10" "fitofago" 0.292091909042267 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4884" "P" 3 "10" "10" "bacterivoro" 0.289328559848692 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4885" "R" 3 "10" "10" "fitofago" 0.289032978928647 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4886" "R" 1 "10" "10" "bacterivoro" 0.286033591101675 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4887" "P" 3 "10" "10" "fitofago" 0.283087666644265 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4888" "R" 3 "10" "10" "fitofago" 0.279602985108103 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4889" "P" 1 "10" "10" "bacterivoro" 0.278291793726616 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4890" "R" 3 "10" "10" "bacterivoro" 0.277861091670813 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4891" "P" 3 "10" "10" "predador" 0.277773056609544 "predador" "micro" "Pastizal" "Predador" "Predador"
"4892" "P" 3 "10" "10" "bacterivoro" 0.272508581910138 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4893" "A" 1 "10" "10" "bacterivoro" 0.268932116582305 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4894" "R" 3 "10" "10" "bacterivoro" 0.266537137055044 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4895" "R" 3 "10" "10" "fitofago" 0.264923487941779 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4896" "A" 2 "10" "10" "fitofago" 0.262413902642997 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4897" "P" 2 "10" "10" "fitofago" 0.259590883337252 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4898" "P" 3 "10" "10" "fungivoro" 0.259580980091205 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4899" "A" 1 "10" "10" "fitofago" 0.255526750357776 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4900" "R" 3 "10" "10" "fitofago" 0.25484356889124 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4901" "R" 3 "10" "10" "fitofago" 0.254251742346416 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
